code,date,stock,market,percentage
DCDE,2023-10-31,FPT,HOSE,9.60
DCDE,2023-10-31,VCB,HOSE,7.50
DCDE,2023-10-31,PNJ,HOSE,5.80
DCDE,2023-10-31,DGC,HOSE,4.60
DCDE,2023-10-31,ACB,HOSE,4.30
DCDE,2023-10-31,VPB,HOSE,3.80
DCDE,2023-10-31,MBB,HOSE,3.70
DCDE,2023-10-31,VNM,HOSE,3.10
DCDE,2023-10-31,MWG,HOSE,3.10
DCDE,2023-10-31,PDR,HOSE,2.40
DCDE,2023-09-30,FPT,HOSE,9.60
DCDE,2023-09-30,VCB,HOSE,7.50
DCDE,2023-09-30,PNJ,HOSE,5.80
DCDE,2023-09-30,DGC,HOSE,4.60
DCDE,2023-09-30,ACB,HOSE,4.30
DCDE,2023-09-30,VPB,HOSE,3.80
DCDE,2023-09-30,MBB,HOSE,3.70
DCDE,2023-09-30,VNM,HOSE,3.10
DCDE,2023-09-30,MWG,HOSE,3.10
DCDE,2023-09-30,PDR,HOSE,2.40
DCDE,2023-08-31,FPT,HOSE,9.60
DCDE,2023-08-31,VCB,HOSE,7.50
DCDE,2023-08-31,PNJ,HOSE,5.80
DCDE,2023-08-31,DGC,HOSE,4.60
DCDE,2023-08-31,ACB,HOSE,4.30
DCDE,2023-08-31,VPB,HOSE,3.80
DCDE,2023-08-31,MBB,HOSE,3.70
DCDE,2023-08-31,VNM,HOSE,3.10
DCDE,2023-08-31,MWG,HOSE,3.10
DCDE,2023-08-31,PDR,HOSE,2.40
DCDE,2023-07-31,FPT,HOSE,9.60
DCDE,2023-07-31,VCB,HOSE,7.50
DCDE,2023-07-31,PNJ,HOSE,5.80
DCDE,2023-07-31,DGC,HOSE,4.60
DCDE,2023-07-31,ACB,HOSE,4.30
DCDE,2023-07-31,VPB,HOSE,3.80
DCDE,2023-07-31,MBB,HOSE,3.70
DCDE,2023-07-31,VNM,HOSE,3.10
DCDE,2023-07-31,MWG,HOSE,3.10
DCDE,2023-07-31,PDR,HOSE,2.40
DCDE,2023-06-30,FPT,HOSE,9.60
DCDE,2023-06-30,VCB,HOSE,7.50
DCDE,2023-06-30,PNJ,HOSE,5.80
DCDE,2023-06-30,DGC,HOSE,4.60
DCDE,2023-06-30,ACB,HOSE,4.30
DCDE,2023-06-30,VPB,HOSE,3.80
DCDE,2023-06-30,MBB,HOSE,3.70
DCDE,2023-06-30,VNM,HOSE,3.10
DCDE,2023-06-30,MWG,HOSE,3.10
DCDE,2023-06-30,PDR,HOSE,2.40
DCDE,2023-05-31,FPT,HOSE,9.60
DCDE,2023-05-31,VCB,HOSE,7.50
DCDE,2023-05-31,PNJ,HOSE,5.80
DCDE,2023-05-31,DGC,HOSE,4.60
DCDE,2023-05-31,ACB,HOSE,4.30
DCDE,2023-05-31,VPB,HOSE,3.80
DCDE,2023-05-31,MBB,HOSE,3.70
DCDE,2023-05-31,VNM,HOSE,3.10
DCDE,2023-05-31,MWG,HOSE,3.10
DCDE,2023-05-31,PDR,HOSE,2.40
DCDE,2023-04-30,FPT,HOSE,9.60
DCDE,2023-04-30,VCB,HOSE,7.50
DCDE,2023-04-30,PNJ,HOSE,5.80
DCDE,2023-04-30,DGC,HOSE,4.60
DCDE,2023-04-30,ACB,HOSE,4.30
DCDE,2023-04-30,VPB,HOSE,3.80
DCDE,2023-04-30,MBB,HOSE,3.70
DCDE,2023-04-30,VNM,HOSE,3.10
DCDE,2023-04-30,MWG,HOSE,3.10
DCDE,2023-04-30,PDR,HOSE,2.40
DCDE,2023-03-31,FPT,HOSE,9.60
DCDE,2023-03-31,VCB,HOSE,7.50
DCDE,2023-03-31,PNJ,HOSE,5.80
DCDE,2023-03-31,DGC,HOSE,4.60
DCDE,2023-03-31,ACB,HOSE,4.30
DCDE,2023-03-31,VPB,HOSE,3.80
DCDE,2023-03-31,MBB,HOSE,3.70
DCDE,2023-03-31,VNM,HOSE,3.10
DCDE,2023-03-31,MWG,HOSE,3.10
DCDE,2023-03-31,PDR,HOSE,2.40
DCDE,2023-02-28,FPT,HOSE,9.60
DCDE,2023-02-28,VCB,HOSE,7.50
DCDE,2023-02-28,PNJ,HOSE,5.80
DCDE,2023-02-28,DGC,HOSE,4.60
DCDE,2023-02-28,ACB,HOSE,4.30
DCDE,2023-02-28,VPB,HOSE,3.80
DCDE,2023-02-28,MBB,HOSE,3.70
DCDE,2023-02-28,VNM,HOSE,3.10
DCDE,2023-02-28,MWG,HOSE,3.10
DCDE,2023-02-28,PDR,HOSE,2.40
DCDE,2023-01-31,FPT,HOSE,9.60
DCDE,2023-01-31,VCB,HOSE,7.50
DCDE,2023-01-31,PNJ,HOSE,5.80
DCDE,2023-01-31,DGC,HOSE,4.60
DCDE,2023-01-31,ACB,HOSE,4.30
DCDE,2023-01-31,VPB,HOSE,3.80
DCDE,2023-01-31,MBB,HOSE,3.70
DCDE,2023-01-31,VNM,HOSE,3.10
DCDE,2023-01-31,MWG,HOSE,3.10
DCDE,2023-01-31,PDR,HOSE,2.40
DCDE,2022-12-31,FPT,HOSE,9.60
DCDE,2022-12-31,VCB,HOSE,7.50
DCDE,2022-12-31,PNJ,HOSE,5.80
DCDE,2022-12-31,DGC,HOSE,4.60
DCDE,2022-12-31,ACB,HOSE,4.30
DCDE,2022-12-31,VPB,HOSE,3.80
DCDE,2022-12-31,MBB,HOSE,3.70
DCDE,2022-12-31,VNM,HOSE,3.10
DCDE,2022-12-31,MWG,HOSE,3.10
DCDE,2022-12-31,PDR,HOSE,2.40
DCDE,2022-11-30,FPT,HOSE,9.60
DCDE,2022-11-30,VCB,HOSE,7.50
DCDE,2022-11-30,PNJ,HOSE,5.80
DCDE,2022-11-30,DGC,HOSE,4.60
DCDE,2022-11-30,ACB,HOSE,4.30
DCDE,2022-11-30,VPB,HOSE,3.80
DCDE,2022-11-30,MBB,HOSE,3.70
DCDE,2022-11-30,VNM,HOSE,3.10
DCDE,2022-11-30,MWG,HOSE,3.10
DCDE,2022-11-30,PDR,HOSE,2.40
DCDE,2022-10-31,FPT,HOSE,9.60
DCDE,2022-10-31,VCB,HOSE,7.50
DCDE,2022-10-31,PNJ,HOSE,5.80
DCDE,2022-10-31,DGC,HOSE,4.60
DCDE,2022-10-31,ACB,HOSE,4.30
DCDE,2022-10-31,VPB,HOSE,3.80
DCDE,2022-10-31,MBB,HOSE,3.70
DCDE,2022-10-31,VNM,HOSE,3.10
DCDE,2022-10-31,MWG,HOSE,3.10
DCDE,2022-10-31,PDR,HOSE,2.40
DCDE,2022-09-30,FPT,HOSE,9.60
DCDE,2022-09-30,VCB,HOSE,7.50
DCDE,2022-09-30,PNJ,HOSE,5.80
DCDE,2022-09-30,DGC,HOSE,4.60
DCDE,2022-09-30,ACB,HOSE,4.30
DCDE,2022-09-30,VPB,HOSE,3.80
DCDE,2022-09-30,MBB,HOSE,3.70
DCDE,2022-09-30,VNM,HOSE,3.10
DCDE,2022-09-30,MWG,HOSE,3.10
DCDE,2022-09-30,PDR,HOSE,2.40
DCDE,2022-08-31,FPT,HOSE,9.60
DCDE,2022-08-31,VCB,HOSE,7.50
DCDE,2022-08-31,PNJ,HOSE,5.80
DCDE,2022-08-31,DGC,HOSE,4.60
DCDE,2022-08-31,ACB,HOSE,4.30
DCDE,2022-08-31,VPB,HOSE,3.80
DCDE,2022-08-31,MBB,HOSE,3.70
DCDE,2022-08-31,VNM,HOSE,3.10
DCDE,2022-08-31,MWG,HOSE,3.10
DCDE,2022-08-31,PDR,HOSE,2.40
DCDE,2022-07-31,FPT,HOSE,9.60
DCDE,2022-07-31,VCB,HOSE,7.50
DCDE,2022-07-31,PNJ,HOSE,5.80
DCDE,2022-07-31,DGC,HOSE,4.60
DCDE,2022-07-31,ACB,HOSE,4.30
DCDE,2022-07-31,VPB,HOSE,3.80
DCDE,2022-07-31,MBB,HOSE,3.70
DCDE,2022-07-31,VNM,HOSE,3.10
DCDE,2022-07-31,MWG,HOSE,3.10
DCDE,2022-07-31,PDR,HOSE,2.40
DCDE,2022-06-30,FPT,HOSE,9.60
DCDE,2022-06-30,VCB,HOSE,7.50
DCDE,2022-06-30,PNJ,HOSE,5.80
DCDE,2022-06-30,DGC,HOSE,4.60
DCDE,2022-06-30,ACB,HOSE,4.30
DCDE,2022-06-30,VPB,HOSE,3.80
DCDE,2022-06-30,MBB,HOSE,3.70
DCDE,2022-06-30,VNM,HOSE,3.10
DCDE,2022-06-30,MWG,HOSE,3.10
DCDE,2022-06-30,PDR,HOSE,2.40
DCDE,2022-05-31,FPT,HOSE,9.60
DCDE,2022-05-31,VCB,HOSE,7.50
DCDE,2022-05-31,PNJ,HOSE,5.80
DCDE,2022-05-31,DGC,HOSE,4.60
DCDE,2022-05-31,ACB,HOSE,4.30
DCDE,2022-05-31,VPB,HOSE,3.80
DCDE,2022-05-31,MBB,HOSE,3.70
DCDE,2022-05-31,VNM,HOSE,3.10
DCDE,2022-05-31,MWG,HOSE,3.10
DCDE,2022-05-31,PDR,HOSE,2.40
DCDE,2022-04-30,FPT,HOSE,9.60
DCDE,2022-04-30,VCB,HOSE,7.50
DCDE,2022-04-30,PNJ,HOSE,5.80
DCDE,2022-04-30,DGC,HOSE,4.60
DCDE,2022-04-30,ACB,HOSE,4.30
DCDE,2022-04-30,VPB,HOSE,3.80
DCDE,2022-04-30,MBB,HOSE,3.70
DCDE,2022-04-30,VNM,HOSE,3.10
DCDE,2022-04-30,MWG,HOSE,3.10
DCDE,2022-04-30,PDR,HOSE,2.40
DCDE,2022-03-31,FPT,HOSE,9.60
DCDE,2022-03-31,VCB,HOSE,7.50
DCDE,2022-03-31,PNJ,HOSE,5.80
DCDE,2022-03-31,DGC,HOSE,4.60
DCDE,2022-03-31,ACB,HOSE,4.30
DCDE,2022-03-31,VPB,HOSE,3.80
DCDE,2022-03-31,MBB,HOSE,3.70
DCDE,2022-03-31,VNM,HOSE,3.10
DCDE,2022-03-31,MWG,HOSE,3.10
DCDE,2022-03-31,PDR,HOSE,2.40
DCDE,2022-02-28,FPT,HOSE,9.60
DCDE,2022-02-28,VCB,HOSE,7.50
DCDE,2022-02-28,PNJ,HOSE,5.80
DCDE,2022-02-28,DGC,HOSE,4.60
DCDE,2022-02-28,ACB,HOSE,4.30
DCDE,2022-02-28,VPB,HOSE,3.80
DCDE,2022-02-28,MBB,HOSE,3.70
DCDE,2022-02-28,VNM,HOSE,3.10
DCDE,2022-02-28,MWG,HOSE,3.10
DCDE,2022-02-28,PDR,HOSE,2.40
DCDE,2022-01-31,FPT,HOSE,9.60
DCDE,2022-01-31,VCB,HOSE,7.50
DCDE,2022-01-31,PNJ,HOSE,5.80
DCDE,2022-01-31,DGC,HOSE,4.60
DCDE,2022-01-31,ACB,HOSE,4.30
DCDE,2022-01-31,VPB,HOSE,3.80
DCDE,2022-01-31,MBB,HOSE,3.70
DCDE,2022-01-31,VNM,HOSE,3.10
DCDE,2022-01-31,MWG,HOSE,3.10
DCDE,2022-01-31,PDR,HOSE,2.40
DCDE,2021-12-31,FPT,HOSE,9.60
DCDE,2021-12-31,VCB,HOSE,7.50
DCDE,2021-12-31,PNJ,HOSE,5.80
DCDE,2021-12-31,DGC,HOSE,4.60
DCDE,2021-12-31,ACB,HOSE,4.30
DCDE,2021-12-31,VPB,HOSE,3.80
DCDE,2021-12-31,MBB,HOSE,3.70
DCDE,2021-12-31,VNM,HOSE,3.10
DCDE,2021-12-31,MWG,HOSE,3.10
DCDE,2021-12-31,PDR,HOSE,2.40
DCDE,2021-11-30,FPT,HOSE,9.60
DCDE,2021-11-30,VCB,HOSE,7.50
DCDE,2021-11-30,PNJ,HOSE,5.80
DCDE,2021-11-30,DGC,HOSE,4.60
DCDE,2021-11-30,ACB,HOSE,4.30
DCDE,2021-11-30,VPB,HOSE,3.80
DCDE,2021-11-30,MBB,HOSE,3.70
DCDE,2021-11-30,VNM,HOSE,3.10
DCDE,2021-11-30,MWG,HOSE,3.10
DCDE,2021-11-30,PDR,HOSE,2.40
DCDE,2021-10-31,FPT,HOSE,9.60
DCDE,2021-10-31,VCB,HOSE,7.50
DCDE,2021-10-31,PNJ,HOSE,5.80
DCDE,2021-10-31,DGC,HOSE,4.60
DCDE,2021-10-31,ACB,HOSE,4.30
DCDE,2021-10-31,VPB,HOSE,3.80
DCDE,2021-10-31,MBB,HOSE,3.70
DCDE,2021-10-31,VNM,HOSE,3.10
DCDE,2021-10-31,MWG,HOSE,3.10
DCDE,2021-10-31,PDR,HOSE,2.40
DCDE,2021-09-30,FPT,HOSE,9.60
DCDE,2021-09-30,VCB,HOSE,7.50
DCDE,2021-09-30,PNJ,HOSE,5.80
DCDE,2021-09-30,DGC,HOSE,4.60
DCDE,2021-09-30,ACB,HOSE,4.30
DCDE,2021-09-30,VPB,HOSE,3.80
DCDE,2021-09-30,MBB,HOSE,3.70
DCDE,2021-09-30,VNM,HOSE,3.10
DCDE,2021-09-30,MWG,HOSE,3.10
DCDE,2021-09-30,PDR,HOSE,2.40
DCDE,2021-08-31,FPT,HOSE,9.60
DCDE,2021-08-31,VCB,HOSE,7.50
DCDE,2021-08-31,PNJ,HOSE,5.80
DCDE,2021-08-31,DGC,HOSE,4.60
DCDE,2021-08-31,ACB,HOSE,4.30
DCDE,2021-08-31,VPB,HOSE,3.80
DCDE,2021-08-31,MBB,HOSE,3.70
DCDE,2021-08-31,VNM,HOSE,3.10
DCDE,2021-08-31,MWG,HOSE,3.10
DCDE,2021-08-31,PDR,HOSE,2.40
DCDE,2021-07-31,FPT,HOSE,9.60
DCDE,2021-07-31,VCB,HOSE,7.50
DCDE,2021-07-31,PNJ,HOSE,5.80
DCDE,2021-07-31,DGC,HOSE,4.60
DCDE,2021-07-31,ACB,HOSE,4.30
DCDE,2021-07-31,VPB,HOSE,3.80
DCDE,2021-07-31,MBB,HOSE,3.70
DCDE,2021-07-31,VNM,HOSE,3.10
DCDE,2021-07-31,MWG,HOSE,3.10
DCDE,2021-07-31,PDR,HOSE,2.40
DCDE,2021-06-30,FPT,HOSE,9.60
DCDE,2021-06-30,VCB,HOSE,7.50
DCDE,2021-06-30,PNJ,HOSE,5.80
DCDE,2021-06-30,DGC,HOSE,4.60
DCDE,2021-06-30,ACB,HOSE,4.30
DCDE,2021-06-30,VPB,HOSE,3.80
DCDE,2021-06-30,MBB,HOSE,3.70
DCDE,2021-06-30,VNM,HOSE,3.10
DCDE,2021-06-30,MWG,HOSE,3.10
DCDE,2021-06-30,PDR,HOSE,2.40
DCDE,2021-05-31,FPT,HOSE,9.60
DCDE,2021-05-31,VCB,HOSE,7.50
DCDE,2021-05-31,PNJ,HOSE,5.80
DCDE,2021-05-31,DGC,HOSE,4.60
DCDE,2021-05-31,ACB,HOSE,4.30
DCDE,2021-05-31,VPB,HOSE,3.80
DCDE,2021-05-31,MBB,HOSE,3.70
DCDE,2021-05-31,VNM,HOSE,3.10
DCDE,2021-05-31,MWG,HOSE,3.10
DCDE,2021-05-31,PDR,HOSE,2.40
DCDE,2021-04-30,FPT,HOSE,9.60
DCDE,2021-04-30,VCB,HOSE,7.50
DCDE,2021-04-30,PNJ,HOSE,5.80
DCDE,2021-04-30,DGC,HOSE,4.60
DCDE,2021-04-30,ACB,HOSE,4.30
DCDE,2021-04-30,VPB,HOSE,3.80
DCDE,2021-04-30,MBB,HOSE,3.70
DCDE,2021-04-30,VNM,HOSE,3.10
DCDE,2021-04-30,MWG,HOSE,3.10
DCDE,2021-04-30,PDR,HOSE,2.40
DCDE,2021-03-31,FPT,HOSE,9.60
DCDE,2021-03-31,VCB,HOSE,7.50
DCDE,2021-03-31,PNJ,HOSE,5.80
DCDE,2021-03-31,DGC,HOSE,4.60
DCDE,2021-03-31,ACB,HOSE,4.30
DCDE,2021-03-31,VPB,HOSE,3.80
DCDE,2021-03-31,MBB,HOSE,3.70
DCDE,2021-03-31,VNM,HOSE,3.10
DCDE,2021-03-31,MWG,HOSE,3.10
DCDE,2021-03-31,PDR,HOSE,2.40
DCDE,2021-02-28,FPT,HOSE,9.60
DCDE,2021-02-28,VCB,HOSE,7.50
DCDE,2021-02-28,PNJ,HOSE,5.80
DCDE,2021-02-28,DGC,HOSE,4.60
DCDE,2021-02-28,ACB,HOSE,4.30
DCDE,2021-02-28,VPB,HOSE,3.80
DCDE,2021-02-28,MBB,HOSE,3.70
DCDE,2021-02-28,VNM,HOSE,3.10
DCDE,2021-02-28,MWG,HOSE,3.10
DCDE,2021-02-28,PDR,HOSE,2.40
DCDE,2021-01-31,FPT,HOSE,9.60
DCDE,2021-01-31,VCB,HOSE,7.50
DCDE,2021-01-31,PNJ,HOSE,5.80
DCDE,2021-01-31,DGC,HOSE,4.60
DCDE,2021-01-31,ACB,HOSE,4.30
DCDE,2021-01-31,VPB,HOSE,3.80
DCDE,2021-01-31,MBB,HOSE,3.70
DCDE,2021-01-31,VNM,HOSE,3.10
DCDE,2021-01-31,MWG,HOSE,3.10
DCDE,2021-01-31,PDR,HOSE,2.40
DCDE,2020-12-31,FPT,HOSE,9.60
DCDE,2020-12-31,VCB,HOSE,7.50
DCDE,2020-12-31,PNJ,HOSE,5.80
DCDE,2020-12-31,DGC,HOSE,4.60
DCDE,2020-12-31,ACB,HOSE,4.30
DCDE,2020-12-31,VPB,HOSE,3.80
DCDE,2020-12-31,MBB,HOSE,3.70
DCDE,2020-12-31,VNM,HOSE,3.10
DCDE,2020-12-31,MWG,HOSE,3.10
DCDE,2020-12-31,PDR,HOSE,2.40
DCDE,2020-11-30,FPT,HOSE,9.60
DCDE,2020-11-30,VCB,HOSE,7.50
DCDE,2020-11-30,PNJ,HOSE,5.80
DCDE,2020-11-30,DGC,HOSE,4.60
DCDE,2020-11-30,ACB,HOSE,4.30
DCDE,2020-11-30,VPB,HOSE,3.80
DCDE,2020-11-30,MBB,HOSE,3.70
DCDE,2020-11-30,VNM,HOSE,3.10
DCDE,2020-11-30,MWG,HOSE,3.10
DCDE,2020-11-30,PDR,HOSE,2.40
DCDE,2020-10-31,FPT,HOSE,9.60
DCDE,2020-10-31,VCB,HOSE,7.50
DCDE,2020-10-31,PNJ,HOSE,5.80
DCDE,2020-10-31,DGC,HOSE,4.60
DCDE,2020-10-31,ACB,HOSE,4.30
DCDE,2020-10-31,VPB,HOSE,3.80
DCDE,2020-10-31,MBB,HOSE,3.70
DCDE,2020-10-31,VNM,HOSE,3.10
DCDE,2020-10-31,MWG,HOSE,3.10
DCDE,2020-10-31,PDR,HOSE,2.40
DCDE,2020-09-30,FPT,HOSE,9.60
DCDE,2020-09-30,VCB,HOSE,7.50
DCDE,2020-09-30,PNJ,HOSE,5.80
DCDE,2020-09-30,DGC,HOSE,4.60
DCDE,2020-09-30,ACB,HOSE,4.30
DCDE,2020-09-30,VPB,HOSE,3.80
DCDE,2020-09-30,MBB,HOSE,3.70
DCDE,2020-09-30,VNM,HOSE,3.10
DCDE,2020-09-30,MWG,HOSE,3.10
DCDE,2020-09-30,PDR,HOSE,2.40
DCDE,2020-08-31,FPT,HOSE,9.60
DCDE,2020-08-31,VCB,HOSE,7.50
DCDE,2020-08-31,PNJ,HOSE,5.80
DCDE,2020-08-31,DGC,HOSE,4.60
DCDE,2020-08-31,ACB,HOSE,4.30
DCDE,2020-08-31,VPB,HOSE,3.80
DCDE,2020-08-31,MBB,HOSE,3.70
DCDE,2020-08-31,VNM,HOSE,3.10
DCDE,2020-08-31,MWG,HOSE,3.10
DCDE,2020-08-31,PDR,HOSE,2.40
DCDE,2020-07-31,FPT,HOSE,9.60
DCDE,2020-07-31,VCB,HOSE,7.50
DCDE,2020-07-31,PNJ,HOSE,5.80
DCDE,2020-07-31,DGC,HOSE,4.60
DCDE,2020-07-31,ACB,HOSE,4.30
DCDE,2020-07-31,VPB,HOSE,3.80
DCDE,2020-07-31,MBB,HOSE,3.70
DCDE,2020-07-31,VNM,HOSE,3.10
DCDE,2020-07-31,MWG,HOSE,3.10
DCDE,2020-07-31,PDR,HOSE,2.40
DCDE,2020-06-30,FPT,HOSE,9.60
DCDE,2020-06-30,VCB,HOSE,7.50
DCDE,2020-06-30,PNJ,HOSE,5.80
DCDE,2020-06-30,DGC,HOSE,4.60
DCDE,2020-06-30,ACB,HOSE,4.30
DCDE,2020-06-30,VPB,HOSE,3.80
DCDE,2020-06-30,MBB,HOSE,3.70
DCDE,2020-06-30,VNM,HOSE,3.10
DCDE,2020-06-30,MWG,HOSE,3.10
DCDE,2020-06-30,PDR,HOSE,2.40
DCDE,2020-05-31,FPT,HOSE,9.60
DCDE,2020-05-31,VCB,HOSE,7.50
DCDE,2020-05-31,PNJ,HOSE,5.80
DCDE,2020-05-31,DGC,HOSE,4.60
DCDE,2020-05-31,ACB,HOSE,4.30
DCDE,2020-05-31,VPB,HOSE,3.80
DCDE,2020-05-31,MBB,HOSE,3.70
DCDE,2020-05-31,VNM,HOSE,3.10
DCDE,2020-05-31,MWG,HOSE,3.10
DCDE,2020-05-31,PDR,HOSE,2.40
DCDE,2020-04-30,FPT,HOSE,9.60
DCDE,2020-04-30,VCB,HOSE,7.50
DCDE,2020-04-30,PNJ,HOSE,5.80
DCDE,2020-04-30,DGC,HOSE,4.60
DCDE,2020-04-30,ACB,HOSE,4.30
DCDE,2020-04-30,VPB,HOSE,3.80
DCDE,2020-04-30,MBB,HOSE,3.70
DCDE,2020-04-30,VNM,HOSE,3.10
DCDE,2020-04-30,MWG,HOSE,3.10
DCDE,2020-04-30,PDR,HOSE,2.40
DCDE,2020-03-31,FPT,HOSE,9.60
DCDE,2020-03-31,VCB,HOSE,7.50
DCDE,2020-03-31,PNJ,HOSE,5.80
DCDE,2020-03-31,DGC,HOSE,4.60
DCDE,2020-03-31,ACB,HOSE,4.30
DCDE,2020-03-31,VPB,HOSE,3.80
DCDE,2020-03-31,MBB,HOSE,3.70
DCDE,2020-03-31,VNM,HOSE,3.10
DCDE,2020-03-31,MWG,HOSE,3.10
DCDE,2020-03-31,PDR,HOSE,2.40
DCDE,2020-02-29,FPT,HOSE,9.60
DCDE,2020-02-29,VCB,HOSE,7.50
DCDE,2020-02-29,PNJ,HOSE,5.80
DCDE,2020-02-29,DGC,HOSE,4.60
DCDE,2020-02-29,ACB,HOSE,4.30
DCDE,2020-02-29,VPB,HOSE,3.80
DCDE,2020-02-29,MBB,HOSE,3.70
DCDE,2020-02-29,VNM,HOSE,3.10
DCDE,2020-02-29,MWG,HOSE,3.10
DCDE,2020-02-29,PDR,HOSE,2.40
DCDE,2020-01-31,FPT,HOSE,9.60
DCDE,2020-01-31,VCB,HOSE,7.50
DCDE,2020-01-31,PNJ,HOSE,5.80
DCDE,2020-01-31,DGC,HOSE,4.60
DCDE,2020-01-31,ACB,HOSE,4.30
DCDE,2020-01-31,VPB,HOSE,3.80
DCDE,2020-01-31,MBB,HOSE,3.70
DCDE,2020-01-31,VNM,HOSE,3.10
DCDE,2020-01-31,MWG,HOSE,3.10
DCDE,2020-01-31,PDR,HOSE,2.40
DCDE,2019-12-31,FPT,HOSE,9.60
DCDE,2019-12-31,VCB,HOSE,7.50
DCDE,2019-12-31,PNJ,HOSE,5.80
DCDE,2019-12-31,DGC,HOSE,4.60
DCDE,2019-12-31,ACB,HOSE,4.30
DCDE,2019-12-31,VPB,HOSE,3.80
DCDE,2019-12-31,MBB,HOSE,3.70
DCDE,2019-12-31,VNM,HOSE,3.10
DCDE,2019-12-31,MWG,HOSE,3.10
DCDE,2019-12-31,PDR,HOSE,2.40
DCDE,2019-11-30,FPT,HOSE,9.60
DCDE,2019-11-30,VCB,HOSE,7.50
DCDE,2019-11-30,PNJ,HOSE,5.80
DCDE,2019-11-30,DGC,HOSE,4.60
