type,color,extensions,tm_scope,ace_mode,language_id,language,aliases,codemirror_mode,codemirror_mime_type,interpreters,group,filenames,wrap,fs_name,searchable
programming,#f49a22,['.gms'],none,text,118,GAMS,,,,,,,,,
programming,#0000cc,"['.g', '.gap', '.gd', '.gi', '.tst']",source.gap,text,119,GAP,,,,,,,,,
programming,#FFCFAB,['.md'],source.lisp,lisp,121,GCC Machine Description,,commonlisp,text/x-common-lisp,,,,,,
programming,,"['.gdb', '.gdbinit']",source.gdb,text,122,GDB,,,,,,,,,
programming,#355570,['.gd'],source.gdscript,text,123,GDScript,,,,,,,,,
data,#003058,['.ged'],source.gedcom,text,459577965,GEDCOM,,,,,,,,,
programming,#5686a5,"['.glsl', '.fp', '.frag', '.frg', '.fs', '.fsh', '.fshader', '.geo', '.geom', '.glslf', '.glslv', '.gs', '.gshader', '.rchit', '.rmiss', '.shader', '.tesc', '.tese', '.vert', '.vrx', '.vs', '.vsh', '.vshader']",source.glsl,glsl,124,GLSL,,,,,,,,,
data,,"['.gn', '.gni']",source.gn,python,302957008,GN,,python,text/x-python,['gn'],,['.gn'],,,
programming,#FF6800,"['.gsc', '.csc', '.gsh']",source.gsc,c_cpp,257856279,GSC,,clike,text/x-csrc,,,,,,
programming,#71b417,['.gml'],source.c++,c_cpp,125,Game Maker Language,,clike,text/x-c++src,,,,,,
data,#701516,,source.gemfile-lock,text,907065713,Gemfile.lock,,,,,,['Gemfile.lock'],,,False
prose,#ff6900,['.gmi'],source.gemini,text,310828396,Gemini,['gemtext'],,,,,,True,,
programming,#63408e,['.4gl'],source.genero-4gl,text,986054050,Genero 4gl,,,,,,,,,
markup,#d8df39,['.per'],source.genero-per,text,902995658,Genero per,,,,,,,,,
programming,#fb855d,['.gs'],none,text,792408528,Genie,,,,,,,,,
programming,#951531,['.kid'],text.xml.genshi,xml,126,Genshi,"['xml+genshi', 'xml+kid']",xml,text/xml,,,,,,
programming,#9400ff,['.ebuild'],source.shell,sh,127,Gentoo Ebuild,,shell,text/x-sh,,Shell,,,,
programming,#9400ff,['.eclass'],source.shell,sh,128,Gentoo Eclass,,shell,text/x-sh,,Shell,,,,
data,#d20b00,"['.gbr', '.cmp', '.gbl', '.gbo', '.gbp', '.gbs', '.gko', '.gml', '.gpb', '.gpt', '.gtl', '.gto', '.gtp', '.gts', '.ncl', '.sol']",source.gerber,text,404627610,Gerber Image,['rs-274x'],,,"['gerbv', 'gerbview']",,,,,
prose,,"['.po', '.pot']",source.po,text,129,Gettext Catalog,['pot'],,,,,,,,
programming,#5B2063,"['.feature', '.story']",text.gherkin.feature,text,76,Gherkin,['cucumber'],,,,,,,,
data,#F44D27,,source.gitattributes,gitignore,956324166,Git Attributes,['gitattributes'],shell,text/x-sh,,,['.gitattributes'],,,
data,#F44D27,['.gitconfig'],source.gitconfig,ini,807968997,Git Config,"['gitconfig', 'gitmodules']",properties,text/x-properties,,INI,"['.gitconfig', '.gitmodules']",,,
data,#F44D27,,source.git-revlist,text,461881235,Git Revision List,['Git Blame Ignore Revs'],,,,,['.git-blame-ignore-revs'],,,
programming,#ffaff3,['.gleam'],source.gleam,text,1054258749,Gleam,,,,,,,,,
programming,#F5835F,['.gjs'],source.gjs,javascript,5523150,Glimmer JS,,,,,JavaScript,,,,
programming,#3178c6,['.gts'],source.gts,typescript,95110458,Glimmer TS,,,,,TypeScript,,,,
programming,#c1ac7f,['.glf'],source.tcl,tcl,130,Glyph,,tcl,text/x-tcl,,,,,,
data,,['.bdf'],source.bdf,text,997665271,Glyph Bitmap Distribution Format,,,,,,,,,
programming,#f0a9f0,"['.gp', '.gnu', '.gnuplot', '.p', '.plot', '.plt']",source.gnuplot,text,131,Gnuplot,,,,['gnuplot'],,,,,
programming,#00ADD8,['.go'],source.go,golang,132,Go,['golang'],go,text/x-go,,,,,,
data,#00ADD8,,go.sum,text,1054391671,Go Checksums,"['go.sum', 'go sum', 'go.work.sum', 'go work sum']",,,,,"['go.sum', 'go.work.sum']",,,
data,#00ADD8,,go.mod,text,947461016,Go Module,"['go.mod', 'go mod']",,,,,['go.mod'],,,
data,#00ADD8,,go.mod,text,934546256,Go Workspace,"['go.work', 'go work']",,,,,['go.work'],,,
data,#355570,"['.gdnlib', '.gdns', '.tres', '.tscn']",source.gdresource,text,738107771,Godot Resource,,,,,,['project.godot'],,,
programming,#88562A,['.golo'],source.golo,text,133,Golo,,,,,,,,,
programming,#82937f,"['.gs', '.gst', '.gsx', '.vark']",source.gosu.2,text,134,Gosu,,,,,,,,,
programming,#615f8b,['.grace'],source.grace,text,135,Grace,,,,,,,,,
data,#02303a,['.gradle'],source.groovy.gradle,text,136,Gradle,,,,,,,,,
data,#02303a,['.gradle.kts'],source.kotlin,text,432600901,Gradle Kotlin DSL,,,,,Gradle,,,,
programming,#ff0000,['.gf'],source.gf,haskell,137,Grammatical Framework,['gf'],haskell,text/x-haskell,,,,,,
data,,['.gml'],none,text,138,Graph Modeling Language,,,,,,,,,
data,#e10098,"['.graphql', '.gql', '.graphqls']",source.graphql,text,139,GraphQL,,,,,,,,,
data,#2596be,"['.dot', '.gv']",source.dot,text,140,Graphviz (DOT),,,,,,,,,
programming,#4298b8,"['.groovy', '.grt', '.gtpl', '.gvy']",source.groovy,groovy,142,Groovy,,groovy,text/x-groovy,['groovy'],,['Jenkinsfile'],,,
programming,#4298b8,['.gsp'],text.html.jsp,jsp,143,Groovy Server Pages,"['gsp', 'java server page']",htmlembedded,application/x-jsp,,Groovy,,,,
data,#106da9,['.cfg'],source.haproxy-config,text,366607477,HAProxy,,,,,,['haproxy.cfg'],,,
programming,#844FBA,"['.hcl', '.nomad', '.tf', '.tfvars', '.workflow']",source.hcl,ruby,144,HCL,"['HashiCorp Configuration Language', 'terraform']",ruby,text/x-ruby,,,,,,
programming,#aace60,"['.hlsl', '.cginc', '.fx', '.fxh', '.hlsli']",source.hlsl,text,145,HLSL,,,,,,,,,
data,#9ff8ee,['.hocon'],source.hocon,text,679725279,HOCON,,,,,,"['.scalafix.conf', '.scalafmt.conf']",,,
markup,#e34c26,"['.html', '.hta', '.htm', '.html.hl', '.inc', '.xht', '.xhtml']",text.html.basic,html,146,HTML,['xhtml'],htmlmixed,text/html,,,,,,
markup,#2e1052,['.ecr'],text.html.ecr,text,148,HTML+ECR,['ecr'],htmlmixed,text/html,,HTML,,,,
markup,#6e4a7e,"['.html.eex', '.heex', '.leex']",text.html.elixir,text,149,HTML+EEX,"['eex', 'heex', 'leex']",htmlmixed,text/html,,HTML,,,,
markup,#701516,"['.erb', '.erb.deface', '.rhtml']",text.html.erb,text,150,HTML+ERB,"['erb', 'rhtml', 'html+ruby']",htmlembedded,application/x-erb,,HTML,,,,
markup,#4f5d95,['.phtml'],text.html.php,php,151,HTML+PHP,,php,application/x-httpd-php,,HTML,,,,
markup,#512be4,"['.cshtml', '.razor']",text.html.cshtml,razor,479039817,HTML+Razor,['razor'],htmlmixed,text/html,,HTML,,,,
data,#005C9C,['.http'],source.httpspec,text,152,HTTP,,http,message/http,,,,,,
data,#f68712,['.hxml'],source.hxml,text,786683730,HXML,,,,,,,,,
programming,#878787,"['.hack', '.hh', '.hhi', '.php']",source.hack,php,153,Hack,,php,application/x-httpd-php,,,,,,
markup,#ece2a9,"['.haml', '.haml.deface']",text.haml,haml,154,Haml,,haml,text/x-haml,,,,,,
markup,#f7931e,"['.handlebars', '.hbs']",text.html.handlebars,handlebars,155,Handlebars,"['hbs', 'htmlbars']",,,,,,,,
programming,#0e60e3,['.hb'],source.harbour,text,156,Harbour,,,,,,,,,
programming,#9d7424,['.ha'],none,text,463518941,Hare,,,,,,,,,
programming,#5e5086,"['.hs', '.hs-boot', '.hsc']",source.haskell,haskell,157,Haskell,,haskell,text/x-haskell,"['runghc', 'runhaskell', 'runhugs']",,,,,
programming,#df7900,"['.hx', '.hxsl']",source.hx,haxe,158,Haxe,,haxe,text/x-haxe,,,,,,
programming,#dce200,"['.q', '.hql']",source.hql,sql,931814087,HiveQL,,,,,,,,,
programming,#ffefaf,['.hc'],source.hc,c_cpp,928121743,HolyC,,clike,text/x-csrc,,,,,,
data,#308888,,source.hosts,text,231021894,Hosts File,['hosts'],,,,,"['HOSTS', 'hosts', 'hosts.txt']",,,
programming,#7790B2,['.hy'],source.hy,text,159,Hy,['hylang'],,,['hy'],,,,,
programming,,['.bf'],none,text,160,HyPhy,,,,,,,,,
programming,#a3522f,"['.pro', '.dlm']",source.idl,text,161,IDL,,idl,text/x-idl,,,,,,
programming,#0000cc,['.ipf'],source.igor,text,162,IGOR Pro,"['igor', 'igorpro']",,,,,,,,
data,#d1dbe0,"['.ini', '.cfg', '.cnf', '.dof', '.lektorproject', '.prefs', '.pro', '.properties', '.url']",source.ini,ini,163,INI,['dosini'],properties,text/x-properties,,,"['.buckconfig', '.coveragerc', '.flake8', '.pylintrc', 'HOSTS', 'buildozer.spec', 'hosts', 'pylintrc', 'vlcrc']",,,
data,,"['.irclog', '.weechatlog']",none,text,164,IRC log,"['irc', 'irc logs']",mirc,text/mirc,,,,,,
programming,#b30000,"['.idr', '.lidr']",source.idris,text,165,Idris,,,,,,,,,
data,#000000,['.gitignore'],source.gitignore,gitignore,74444240,Ignore List,"['ignore', 'gitignore', 'git-ignore']",shell,text/x-sh,,,"['.atomignore', '.babelignore', '.bzrignore', '.coffeelintignore', '.cvsignore', '.dockerignore', '.easignore', '.eleventyignore', '.eslintignore', '.gitignore', '.ignore', '.markdownlintignore', '.nodemonignore', '.npmignore', '.prettierignore', '.stylelintignore', '.vercelignore', '.vscodeignore', 'gitignore-global', 'gitignore_global']",,,
programming,#99AAFF,['.ijm'],none,text,575143428,ImageJ Macro,['ijm'],,,,,,,,
programming,#16cec6,['.imba'],source.imba,text,1057618448,Imba,,,,,,,,,
programming,,"['.ni', '.i7x']",source.inform7,text,166,Inform 7,"['i7', 'inform7']",,,,,,True,,
programming,,['.ink'],source.ink,text,838252715,Ink,,,,,,,True,,
programming,#264b99,"['.iss', '.isl']",source.inno,text,167,Inno Setup,,,,,,,,,
programming,#a9188d,['.io'],source.io,io,168,Io,,,,['io'],,,,,
programming,#078193,['.ik'],source.ioke,text,169,Ioke,,,,['ioke'],,,,,
programming,#FEFE00,['.thy'],source.isabelle.theory,text,170,Isabelle,,,,,,,,,
programming,#FEFE00,,source.isabelle.root,text,171,Isabelle ROOT,,,,,Isabelle,['ROOT'],,,
programming,#9EEDFF,['.ijs'],source.j,text,172,J,,,,['jconsole'],,,,,
data,#b07219,,source.yaml,text,447261135,JAR Manifest,,,,,,['MANIFEST.MF'],,,
programming,#d90e09,['.jcl'],source.jcl,text,316620079,JCL,,,,,,,,,
programming,#DBCA00,"['.flex', '.jflex']",source.jflex,text,173,JFlex,,,,,Lex,,,,
data,#292929,"['.json', '.4DForm', '.4DProject', '.avsc', '.geojson', '.gltf', '.har', '.ice', '.JSON-tmLanguage', '.json.example', '.jsonl', '.mcmeta', '.sarif', '.tact', '.tfstate', '.tfstate.backup', '.topojson', '.webapp', '.webmanifest', '.yy', '.yyp']",source.json,json,174,JSON,"['geojson', 'jsonl', 'sarif', 'topojson']",javascript,application/json,,,"['.all-contributorsrc', '.arcconfig', '.auto-changelog', '.c8rc', '.htmlhintrc', '.imgbotconfig', '.nycrc', '.tern-config', '.tern-project', '.watchmanconfig', 'MODULE.bazel.lock', 'Pipfile.lock', 'composer.lock', 'deno.lock', 'flake.lock', 'mcmod.info']",,,
data,#292929,"['.jsonc', '.code-snippets', '.code-workspace', '.sublime-build', '.sublime-color-scheme', '.sublime-commands', '.sublime-completions', '.sublime-keymap', '.sublime-macro', '.sublime-menu', '.sublime-mousemap', '.sublime-project', '.sublime-settings', '.sublime-theme', '.sublime-workspace', '.sublime_metrics', '.sublime_session']",source.js,javascript,423,JSON with Comments,['jsonc'],javascript,text/javascript,,JSON,"['.babelrc', '.devcontainer.json', '.eslintrc.json', '.jscsrc', '.jshintrc', '.jslintrc', '.swcrc', 'api-extractor.json', 'devcontainer.json', 'jsconfig.json', 'language-configuration.json', 'tsconfig.json', 'tslint.json']",,,
data,#267CB9,['.json5'],source.js,javascript,175,JSON5,,javascript,application/json,,,,,,
data,#0c479c,['.jsonld'],source.js,javascript,176,JSONLD,,javascript,application/json,,,,,,
programming,#40d47e,['.jq'],source.jsoniq,jsoniq,177,JSONiq,,javascript,application/json,,,,,,
programming,#ab8b4b,['.jai'],source.jai,text,70127133,Jai,,,,,,,,,
programming,#0886a5,['.janet'],source.janet,scheme,1028705371,Janet,,scheme,text/x-scheme,['janet'],,,,,
programming,#d03600,['.j'],source.jasmin,java,180,Jasmin,,,,,,,,,
programming,#b07219,"['.java', '.jav', '.jsh']",source.java,java,181,Java,,clike,text/x-java,,,,,,
data,#2A6277,['.properties'],source.java-properties,properties,519377561,Java Properties,,properties,text/x-properties,,,,,,
programming,#2A6277,"['.jsp', '.tag']",text.html.jsp,jsp,182,Java Server Pages,['jsp'],htmlembedded,application/x-jsp,,Java,,,,
programming,#2A6277,['.jte'],text.html.jte,text,599494012,Java Template Engine,['jte'],,,,Java,,,,
programming,#f1e05a,"['.js', '._js', '.bones', '.cjs', '.es', '.es6', '.frag', '.gs', '.jake', '.javascript', '.jsb', '.jscad', '.jsfl', '.jslib', '.jsm', '.jspre', '.jss', '.jsx', '.mjs', '.njs', '.pac', '.sjs', '.ssjs', '.xsjs', '.xsjslib']",source.js,javascript,183,JavaScript,"['js', 'node']",javascript,text/javascript,"['chakra', 'd8', 'gjs', 'js', 'node', 'nodejs', 'qjs', 'rhino', 'v8', 'v8-shell']",,['Jakefile'],,,
programming,#f1e05a,['.js.erb'],source.js,javascript,914318960,JavaScript+ERB,,javascript,application/javascript,,JavaScript,,,,
data,#15c213,['.snap'],source.jest.snap,javascript,774635084,Jest Snapshot,,javascript,application/javascript,,,,,,
programming,#21D789,"['.mps', '.mpl', '.msd']",none,xml,465165328,JetBrains MPS,['mps'],xml,text/xml,,,,,,
markup,#a52a22,"['.jinja', '.j2', '.jinja2']",text.html.django,django,147,Jinja,"['django', 'html+django', 'html+jinja', 'htmldjango']",django,text/x-django,,,,,,
programming,#56b3cb,['.jison'],source.jison,text,284531423,Jison,,,,,Yacc,,,,
programming,#56b3cb,['.jisonlex'],source.jisonlex,text,406395330,Jison Lex,,,,,Lex,,,,
programming,#843179,"['.ol', '.iol']",source.jolie,text,998078858,Jolie,,,,['jolie'],,,,,
programming,#0064bd,"['.jsonnet', '.libsonnet']",source.jsonnet,text,664885656,Jsonnet,,,,,,,,,
programming,#a270ba,['.jl'],source.julia,julia,184,Julia,,julia,text/x-julia,['julia'],,,,,
programming,#a270ba,,source.julia.console,text,220689142,Julia REPL,,,,,Julia,,,,
markup,#DA5B0B,['.ipynb'],source.json,json,185,Jupyter Notebook,['IPython Notebook'],javascript,application/json,,,['Notebook'],,,
programming,#384d54,['.just'],source.just,text,128447695,Just,['Justfile'],,,,,"['.JUSTFILE', '.Justfile', '.justfile', 'JUSTFILE', 'Justfile', 'justfile']",,,
data,#ffb3b3,['.kdl'],source.kdl,tcl,931123626,KDL,,yacas,text/x-yacas,,,,,,
programming,#28430A,['.krl'],none,text,186,KRL,,,,,,,,,
programming,#773b37,['.ksy'],source.yaml,yaml,818804755,Kaitai Struct,['ksy'],yaml,text/x-yaml,,,,,,
programming,#6f8042,['.kak'],source.kakscript,text,603336474,KakouneScript,"['kak', 'kakscript']",,,,,['kakrc'],,,
programming,#41adf0,['.ks'],source.kerboscript,text,59716426,KerboScript,,,,,,,,,
data,#2f4aab,"['.kicad_pcb', '.kicad_mod', '.kicad_wks']",source.pcb.sexp,lisp,187,KiCad Layout,['pcbnew'],commonlisp,text/x-common-lisp,,,['fp-lib-table'],,,
data,#2f4aab,['.brd'],source.pcb.board,text,140848857,KiCad Legacy Layout,,,,,,,,,
data,#2f4aab,"['.kicad_sch', '.sch']",source.pcb.schematic,text,622447435,KiCad Schematic,['eeschema schematic'],,,,,,,,
data,,['.ks'],source.kickstart,text,692635484,Kickstart,,,,,,,,,
markup,,['.kit'],text.html.basic,html,188,Kit,,htmlmixed,text/html,,,,,,
programming,#A97BFF,"['.kt', '.ktm', '.kts']",source.kotlin,text,189,Kotlin,,clike,text/x-kotlin,,,,,,
data,,"['.csl', '.kql']",source.kusto,text,225697190,Kusto,,,,,,,,,
programming,#4C3023,['.lfe'],source.lisp,lisp,190,LFE,,commonlisp,text/x-common-lisp,,,,,,
programming,#185619,['.ll'],source.llvm,text,191,LLVM,,,,,,,,,
programming,#cc9900,['.lol'],source.lolcode,text,192,LOLCODE,,,,,,,,,
programming,#3d9970,"['.lsl', '.lslp']",source.lsl,lsl,193,LSL,,,,['lsl'],,,,,
data,,['.asy'],source.ltspice.symbol,text,1013566805,LTspice Symbol,,spreadsheet,text/x-spreadsheet,,,,,,
programming,#fede06,"['.lvproj', '.lvclass', '.lvlib']",text.xml,xml,194,LabVIEW,,xml,text/xml,,,,,,
data,#2980B9,['.lark'],source.lark,text,758480799,Lark,,ebnf,text/x-ebnf,,,,,,
programming,#999999,"['.lasso', '.las', '.lasso8', '.lasso9']",file.lasso,text,195,Lasso,['lassoscript'],,,,,,,,
markup,#f2a542,['.latte'],text.html.smarty,smarty,196,Latte,,smarty,text/x-smarty,,,,,,
programming,,"['.lean', '.hlean']",source.lean,text,197,Lean,,,,,,,,,
programming,,['.lean'],source.lean4,text,455147478,Lean 4,,,,,Lean,,,,
markup,#1d365d,['.less'],source.css.less,less,198,Less,['less-css'],css,text/css,,,,,,
programming,#DBCA00,"['.l', '.lex']",source.lex,text,199,Lex,['flex'],,,,,"['Lexer.x', 'lexer.x']",,,
programming,#0e74ff,['.ligo'],source.ligo,pascal,1040646257,LigoLANG,,pascal,text/x-pascal,,LigoLANG,,,,
programming,#9ccc7c,"['.ly', '.ily']",source.lilypond,text,200,LilyPond,,,,,,,,,
programming,,"['.b', '.m']",none,text,201,Limbo,,,,,,,,,
programming,,['.lp'],none,text,377204539,Linear Programming,,,,,,,,,
data,,"['.ld', '.lds', '.x']",none,text,202,Linker Script,,,,,,['ld.script'],,,
data,,['.mod'],none,text,203,Linux Kernel Module,,,,,,,,,
markup,#67b8de,['.liquid'],text.html.liquid,liquid,204,Liquid,,,,,,,,,
programming,#315665,['.lagda'],none,text,205,Literate Agda,,,,,Agda,,,,
programming,#244776,"['.litcoffee', '.coffee.md']",source.litcoffee,text,206,Literate CoffeeScript,['litcoffee'],,,,CoffeeScript,,True,,
programming,#5e5086,['.lhs'],text.tex.latex.haskell,text,207,Literate Haskell,"['lhaskell', 'lhs']",haskell-literate,text/x-literate-haskell,,Haskell,,,,
programming,#0c5ba5,['.livecodescript'],source.livecodescript,text,891017,LiveCode Script,,,,,,,,,
programming,#499886,"['.ls', '._ls']",source.livescript,livescript,208,LiveScript,"['live-script', 'ls']",livescript,text/x-livescript,,,['Slakefile'],,,
programming,,"['.xm', '.x', '.xi']",source.logos,text,209,Logos,,,,,,,,,
programming,#295b9a,"['.lgt', '.logtalk']",source.logtalk,text,210,Logtalk,,,,,,,,,
programming,#652B81,"['.lkml', '.lookml']",source.yaml,yaml,211,LookML,,yaml,text/x-yaml,,,,,,
programming,,['.ls'],source.loomscript,text,212,LoomScript,,,,,,,,,
programming,#000080,"['.lua', '.fcgi', '.nse', '.p8', '.pd_lua', '.rbxs', '.rockspec', '.wlua']",source.lua,lua,213,Lua,,lua,text/x-lua,['lua'],,['.luacheckrc'],,,
programming,#00A2FF,['.luau'],source.luau,lua,365050359,Luau,,lua,text/x-lua,['luau'],,,,,
programming,,"['.mumps', '.m']",none,text,214,M,['mumps'],mumps,text/x-mumps,,,,,,
programming,,"['.m4', '.mc']",source.m4,text,215,M4,,,,,,,,,
programming,,['.m4'],source.m4,text,216,M4Sugar,['autoconf'],,,,M4,['configure.ac'],,,
programming,#e16737,"['.matlab', '.m']",source.matlab,matlab,225,MATLAB,['octave'],octave,text/x-octave,,,,,,
programming,#00a6a6,"['.ms', '.mcr']",source.maxscript,text,217,MAXScript,,,,,,,,,
markup,#fcb32c,['.mdx'],source.mdx,markdown,512838272,MDX,,gfm,text/x-gfm,,,,True,,
programming,#5EC8DB,['.mlir'],source.mlir,text,448253929,MLIR,,,,,,,,,
programming,#62A8D6,"['.mq4', '.mqh']",source.mql5,c_cpp,426,MQL4,,,,,,,,,
programming,#4A76B8,"['.mq5', '.mqh']",source.mql5,c_cpp,427,MQL5,,,,,,,,,
markup,#b7e1f4,['.mtml'],text.html.basic,html,218,MTML,,htmlmixed,text/html,,,,,,
programming,,"['.muf', '.m']",none,forth,219,MUF,,forth,text/x-forth,,Forth,,,,
programming,#d8ffff,['.m2'],source.m2,text,34167825,Macaulay2,['m2'],,,['M2'],,,,,
programming,#427819,"['.mak', '.d', '.make', '.makefile', '.mk', '.mkfile']",source.makefile,makefile,220,Makefile,"['bsdmake', 'make', 'mf']",cmake,text/x-cmake,['make'],,"['BSDmakefile', 'GNUmakefile', 'Kbuild', 'Makefile', 'Makefile.am', 'Makefile.boot', 'Makefile.frag', 'Makefile.in', 'Makefile.inc', 'Makefile.wat', 'makefile', 'makefile.sco', 'mkfile']",,,
programming,#7e858d,"['.mako', '.mao']",text.html.mako,text,221,Mako,,,,,,,,,
prose,#083fa1,"['.md', '.livemd', '.markdown', '.mdown', '.mdwn', '.mkd', '.mkdn', '.mkdown', '.ronn', '.scd', '.workbook']",text.md,markdown,222,Markdown,"['md', 'pandoc']",gfm,text/x-gfm,,,['contents.lr'],True,,
markup,#42bff2,['.marko'],text.marko,text,932782397,Marko,['markojs'],htmlmixed,text/html,,,,,,
markup,#f97732,['.mask'],source.mask,mask,223,Mask,,,,,,,,,
programming,#dd1100,"['.mathematica', '.cdf', '.m', '.ma', '.mt', '.nb', '.nbp', '.wl', '.wlt']",source.mathematica,text,224,Mathematica,"['mma', 'wolfram', 'wolfram language', 'wolfram lang', 'wl']",mathematica,text/x-mathematica,,,,,,
data,,,text.xml.pom,xml,226,Maven POM,,xml,text/xml,,XML,['pom.xml'],,,
programming,#c4a79c,"['.maxpat', '.maxhelp', '.maxproj', '.mxt', '.pat']",source.json,json,227,Max,"['max/msp', 'maxmsp']",javascript,application/json,,,,,,
programming,#ff2b2b,"['.m', '.moo']",source.mercury,prolog,229,Mercury,,,,['mmi'],,,,,
markup,#ff3670,"['.mmd', '.mermaid']",source.mermaid,text,385992043,Mermaid,['mermaid example'],,,,,,,,
